id,labels,status,x,y,color
2018-1-15/08/2019,,Right Angle,138.5577911,-35.0040286,yellow
2018-2-15/08/2019,,Rear End,138.4940607,-34.8467395,black
2018-3-15/08/2019,,Right Angle,138.6973392,-34.7903999,yellow
2018-4-15/08/2019,,Right Turn,138.6588398,-34.7381112,gray
2018-5-15/08/2019,,Right Turn,138.5663609,-34.9017865,gray
2018-6-15/08/2019,,Hit Fixed Object,138.6637216,-34.7401969,blue
2018-7-15/08/2019,,Hit Fixed Object,138.504369,-34.8287806,blue
2018-8-15/08/2019,,Hit Fixed Object,139.0388497,-34.8139419,blue
2018-9-15/08/2019,,Right Angle,138.6410025,-34.920971,yellow
2018-10-15/08/2019,,Hit Fixed Object,139.0145978,-34.7630123,blue
2018-11-15/08/2019,,Rear End,138.5995325,-34.9243596,black
2018-12-15/08/2019,,Hit Fixed Object,138.6564496,-34.6604274,blue
2018-13-15/08/2019,,Hit Fixed Object,138.7418236,-34.7013608,blue
2018-14-15/08/2019,,Right Angle,138.523291,-34.9866515,yellow
2018-15-15/08/2019,,Other,138.8918964,-33.60398,orange
2018-16-15/08/2019,,Right Angle,138.6062006,-34.9312114,yellow
2018-17-15/08/2019,,Hit Fixed Object,138.8173102,-34.918312,blue
2018-18-15/08/2019,,Hit Fixed Object,140.809203,-37.9499886,blue
2018-19-15/08/2019,,Hit Animal,139.5798311,-34.0480441,pink
2018-20-15/08/2019,,Right Angle,138.6480142,-34.8629766,yellow
2018-21-15/08/2019,,Right Turn,138.5916491,-34.9772481,gray
2018-22-15/08/2019,,Right Angle,135.8548137,-34.719641,yellow
2018-23-15/08/2019,,Hit Fixed Object,138.5506126,-34.9045638,blue
2018-24-15/08/2019,,Rear End,138.5350455,-34.8809686,black
2018-25-15/08/2019,,Hit Parked Vehicle,138.5314819,-34.8901472,green
2018-26-15/08/2019,,Hit Fixed Object,138.6721533,-34.6307261,blue
2018-27-15/08/2019,,Roll Over,138.5369737,-34.5352174,pink
2018-28-15/08/2019,,Hit Fixed Object,138.7407874,-33.9351643,blue
2018-29-15/08/2019,,Hit Fixed Object,138.9844508,-35.3011887,blue
2018-30-15/08/2019,,Hit Fixed Object,138.6049837,-34.9246824,blue
2018-31-15/08/2019,,Hit Parked Vehicle,139.2678118,-35.1230622,green
2018-32-15/08/2019,,Right Angle,138.5916991,-34.7600392,yellow
2018-33-15/08/2019,,Hit Fixed Object,138.5216883,-34.8956342,blue
2018-34-15/08/2019,,Right Angle,138.5924995,-34.8405698,yellow
2018-35-15/08/2019,,Right Angle,138.6832162,-34.6994587,yellow
2018-36-15/08/2019,,Hit Parked Vehicle,138.686194,-34.8761639,green
2018-37-15/08/2019,,Right Angle,138.5564744,-34.9861037,yellow
2018-38-15/08/2019,,Right Angle,138.5283639,-34.9070229,yellow
2018-39-15/08/2019,,Roll Over,138.7465942,-35.3879153,pink
2018-40-15/08/2019,,Hit Fixed Object,138.9207102,-34.893942,blue
2018-41-15/08/2019,,Right Angle,138.5095244,-34.8523496,yellow
2018-42-15/08/2019,,Hit Fixed Object,138.6897844,-34.7947483,blue
2018-43-15/08/2019,,Hit Fixed Object,138.6120369,-34.992962,blue
2018-44-15/08/2019,,Hit Pedestrian,138.7189721,-34.6298458,azure
2018-45-15/08/2019,,Side Swipe,138.5896682,-34.7540284,cyan
2018-46-15/08/2019,,Hit Animal,138.8817597,-34.3985335,pink
2018-47-15/08/2019,,Side Swipe,138.6071591,-34.9265123,cyan
2018-48-15/08/2019,,Hit Parked Vehicle,138.6292781,-34.7706512,green
2018-49-15/08/2019,,Hit Fixed Object,138.2053044,-34.2291052,blue
2018-50-15/08/2019,,Right Angle,138.5856435,-35.0264456,yellow
2018-51-15/08/2019,,Rear End,138.8174429,-35.0374983,black
2018-52-15/08/2019,,Side Swipe,138.5881399,-34.8993118,cyan
2018-53-15/08/2019,,Rear End,138.6388754,-34.9394365,black
2018-54-15/08/2019,,Hit Pedestrian,138.6212346,-35.5557752,azure
2018-55-15/08/2019,,Rear End,138.9243061,-35.0578696,black
2018-56-15/08/2019,,Right Turn,138.6174102,-34.8472309,gray
2018-57-15/08/2019,,Hit Fixed Object,137.6861749,-33.9684947,blue
2018-58-15/08/2019,,Hit Fixed Object,138.6179825,-34.7531705,blue
2018-59-15/08/2019,,Right Angle,138.6232411,-34.9223732,yellow
2018-60-15/08/2019,,Rear End,138.6647224,-34.8766893,black
2018-61-15/08/2019,,Rear End,138.7604641,-35.4548725,black
2018-62-15/08/2019,,Hit Parked Vehicle,138.6689525,-34.9363044,green
2018-63-15/08/2019,,Hit Fixed Object,140.9137534,-36.3261579,blue
2018-64-15/08/2019,,Right Angle,138.5314972,-34.8513345,yellow
2018-65-15/08/2019,,Right Angle,138.659696,-34.8456015,yellow
2018-66-15/08/2019,,Right Angle,138.6011223,-34.8608035,yellow
2018-67-15/08/2019,,Rear End,138.5512789,-35.0829528,black
2018-68-15/08/2019,,Rear End,138.6170266,-34.8057056,black
2018-69-15/08/2019,,Hit Parked Vehicle,138.6505613,-34.8054151,green
2018-70-15/08/2019,,Hit Parked Vehicle,138.730679,-34.8140932,green
2018-71-15/08/2019,,Hit Parked Vehicle,139.2789605,-35.1381903,green
2018-72-15/08/2019,,Left Road - Out of Control,138.7647302,-35.4010767,brown
2018-73-15/08/2019,,Side Swipe,138.5106863,-34.8565134,cyan
2018-74-15/08/2019,,Side Swipe,138.5197337,-34.9763956,cyan
2018-75-15/08/2019,,Rear End,138.681999,-34.8344503,black
2018-76-15/08/2019,,Rear End,138.5305843,-35.0016861,black
2018-77-15/08/2019,,Side Swipe,138.6823687,-34.7209597,cyan
2018-78-15/08/2019,,Right Angle,138.5404018,-35.0915573,yellow
2018-79-15/08/2019,,Rear End,138.5780408,-35.0111275,black
2018-80-15/08/2019,,Rear End,138.5396657,-35.0095119,black
2018-81-15/08/2019,,Right Angle,138.5721434,-34.8328213,yellow
2018-82-15/08/2019,,Rear End,138.5129683,-34.8593951,black
2018-83-15/08/2019,,Roll Over,138.5833635,-34.9240296,pink
2018-84-15/08/2019,,Rear End,138.6420961,-34.9352453,black
2018-85-15/08/2019,,Hit Pedestrian,138.4831709,-35.2678336,azure
2018-86-15/08/2019,,Hit Fixed Object,138.7834139,-34.8316934,blue
2018-87-15/08/2019,,Side Swipe,138.5826444,-34.7326165,cyan
2018-88-15/08/2019,,Side Swipe,138.5519423,-34.9246603,cyan
2018-89-15/08/2019,,Right Angle,138.318433,-35.4477637,yellow
2018-90-15/08/2019,,Right Angle,139.2788506,-35.1277667,yellow
2018-91-15/08/2019,,Hit Fixed Object,138.6203456,-35.0403291,blue
2018-92-15/08/2019,,Side Swipe,138.6189121,-34.8683281,cyan
2018-93-15/08/2019,,Hit Parked Vehicle,138.5262633,-34.8561019,green
2018-94-15/08/2019,,Right Angle,138.6157175,-34.829078,yellow
2018-95-15/08/2019,,Rear End,138.6142365,-34.9162646,black
2018-96-15/08/2019,,Right Angle,138.5814657,-35.296987,yellow
2018-97-15/08/2019,,Hit Pedestrian,138.5953325,-34.9043131,azure
2018-98-15/08/2019,,Head On,138.559979,-35.1110288,ivory
2018-99-15/08/2019,,Hit Fixed Object,138.5861296,-34.9534933,blue
2018-100-15/08/2019,,Hit Fixed Object,138.7145538,-34.8211846,blue
2018-101-15/08/2019,,Hit Fixed Object,138.6505818,-34.8531064,blue
2018-102-15/08/2019,,Rear End,138.626948,-34.9084164,black
2018-103-15/08/2019,,Side Swipe,138.8049788,-35.0309393,cyan
2018-104-15/08/2019,,Right Turn,138.5663609,-34.9017865,gray
2018-105-15/08/2019,,Right Turn,138.6351899,-34.879164,gray
2018-106-15/08/2019,,Roll Over,139.4866611,-35.2541245,pink
2018-107-15/08/2019,,Rear End,138.663807,-34.8779929,black
2018-108-15/08/2019,,Roll Over,138.6009919,-34.8605143,pink
2018-109-15/08/2019,,Side Swipe,138.6344569,-34.9518301,cyan
2018-110-15/08/2019,,Side Swipe,138.5201304,-34.979283,cyan
2018-111-15/08/2019,,Rear End,138.6494577,-34.8460524,black
2018-112-15/08/2019,,Side Swipe,138.6302448,-34.7574411,cyan
2018-113-15/08/2019,,Rear End,138.5232848,-35.0212492,black
2018-114-15/08/2019,,Hit Parked Vehicle,138.5453171,-34.9442148,green
2018-115-15/08/2019,,Right Angle,140.7471364,-34.1768341,yellow
2018-116-15/08/2019,,Hit Fixed Object,138.7137969,-34.968834,blue
2018-117-15/08/2019,,Hit Pedestrian,138.8720361,-35.0851823,azure
2018-118-15/08/2019,,Rear End,138.5444605,-34.9249402,black
2018-119-15/08/2019,,Rear End,138.5963441,-34.7900987,black
2018-120-15/08/2019,,Hit Parked Vehicle,138.6187037,-34.8667912,green
2018-121-15/08/2019,,Rear End,138.5467188,-34.850635,black
2018-122-15/08/2019,,Right Turn,138.5714037,-34.9463291,gray
2018-123-15/08/2019,,Roll Over,138.5926441,-34.9105332,pink
2018-124-15/08/2019,,Right Angle,138.6608207,-34.8533315,yellow
2018-125-15/08/2019,,Side Swipe,138.6372536,-34.955193,cyan
2018-126-15/08/2019,,Side Swipe,138.6392282,-34.8975006,cyan
2018-127-15/08/2019,,Hit Parked Vehicle,138.5506698,-34.9308061,green
2018-128-15/08/2019,,Hit Fixed Object,138.5279646,-34.8473291,blue
2018-129-15/08/2019,,Side Swipe,138.6963725,-34.6786559,cyan
2018-130-15/08/2019,,Rear End,138.5059937,-34.9489626,black
2018-131-15/08/2019,,Rear End,139.2752834,-35.1203905,black
2018-132-15/08/2019,,Rear End,140.7879858,-37.8138167,black
2018-133-15/08/2019,,Rear End,138.6217555,-35.3509208,black
2018-134-15/08/2019,,Hit Parked Vehicle,138.515506,-34.9750552,green
2018-135-15/08/2019,1,Hit Pedestrian,137.5678489,-33.0252558,azure
2018-136-15/08/2019,,Rear End,138.636875,-34.8825078,black
2018-137-15/08/2019,,Hit Fixed Object,138.6612972,-34.6034047,blue
2018-138-15/08/2019,,Hit Fixed Object,138.6749198,-34.897667,blue
2018-139-15/08/2019,,Hit Parked Vehicle,138.95242,-34.8780098,green
2018-140-15/08/2019,,Hit Fixed Object,138.5977668,-34.8482755,blue
2018-141-15/08/2019,,Hit Animal,138.95242,-34.8780098,pink
2018-142-15/08/2019,,Right Angle,138.7493037,-34.6020507,yellow
2018-143-15/08/2019,,Rear End,140.7869682,-37.8304291,black
2018-144-15/08/2019,,Right Angle,140.7719936,-36.3089042,yellow
2018-145-15/08/2019,,Right Angle,138.6189489,-34.9834038,yellow
2018-146-15/08/2019,,Right Angle,138.6846989,-34.8038514,yellow
2018-147-15/08/2019,,Rear End,138.6760268,-34.7414601,black
2018-148-15/08/2019,,Right Angle,138.5652766,-34.9933033,yellow
2018-149-15/08/2019,,Hit Fixed Object,138.7924752,-35.0039654,blue
2018-150-15/08/2019,,Right Angle,138.576715,-34.9862856,yellow
2018-151-15/08/2019,,Right Angle,138.5324863,-34.9044184,yellow
2018-152-15/08/2019,,Hit Pedestrian,138.5871138,-34.8591717,azure
2018-153-15/08/2019,,Rear End,138.6091044,-34.7686804,black
2018-154-15/08/2019,,Rear End,138.5931132,-34.9175894,black
2018-155-15/08/2019,,Rear End,138.5840189,-34.8968275,black
2018-156-15/08/2019,,Hit Fixed Object,138.5781457,-34.947892,blue
2018-157-15/08/2019,,Hit Pedestrian,138.6253303,-34.9067102,azure
2018-158-15/08/2019,,Rear End,138.8103997,-34.8145928,black
2018-159-15/08/2019,,Rear End,138.5947227,-34.966156,black
2018-160-15/08/2019,,Head On,138.934751,-34.7830845,ivory
2018-161-15/08/2019,,Hit Pedestrian,138.6937439,-34.6915434,azure
2018-162-15/08/2019,,Hit Fixed Object,138.6765244,-34.6762779,blue
2018-163-15/08/2019,,Hit Fixed Object,138.7492395,-34.6279011,blue
2018-164-15/08/2019,,Roll Over,137.931995,-34.0428339,pink
2018-165-15/08/2019,,Hit Fixed Object,138.6920931,-34.8883992,blue
2018-166-15/08/2019,,Head On,138.7709529,-34.7451486,ivory
2018-167-15/08/2019,,Right Turn,138.6757328,-34.7366042,gray
2018-168-15/08/2019,,Left Road - Out of Control,138.6740094,-34.4342735,brown
2018-169-15/08/2019,,Rear End,138.5928092,-34.7633111,black
2018-170-15/08/2019,,Hit Fixed Object,138.6437565,-34.7898047,blue
2018-171-15/08/2019,,Hit Fixed Object,139.6889296,-36.2052147,blue
2018-172-15/08/2019,,Right Angle,138.5230341,-35.1095075,yellow
2018-173-15/08/2019,,Right Turn,138.642428,-34.93917,gray
2018-174-15/08/2019,,Side Swipe,138.5610691,-35.0247847,cyan
2018-175-15/08/2019,,Right Angle,138.5187063,-35.017133,yellow
2018-176-15/08/2019,,Roll Over,139.5391867,-35.0045864,pink
2018-177-15/08/2019,,Right Angle,138.6226327,-34.9275872,yellow
2018-178-15/08/2019,,Right Angle,138.6157384,-34.8267907,yellow
2018-179-15/08/2019,,Left Road - Out of Control,138.6340858,-34.87126,brown
2018-180-15/08/2019,,Hit Pedestrian,140.7807045,-37.8284398,azure
2018-181-15/08/2019,,Hit Parked Vehicle,140.7786051,-37.8325507,green
2018-182-15/08/2019,,Roll Over,137.0522986,-33.3755172,pink
2018-183-15/08/2019,,Hit Fixed Object,137.9123619,-35.7461964,blue
2018-184-15/08/2019,,Hit Fixed Object,138.6347702,-34.8783247,blue
2018-185-15/08/2019,,Rear End,138.6256833,-34.8473128,black
2018-186-15/08/2019,,Rear End,138.6263967,-34.8149115,black
2018-187-15/08/2019,,Side Swipe,138.6839516,-34.8329385,cyan
2018-188-15/08/2019,1,Head On,138.8611802,-35.2954337,ivory
2018-189-15/08/2019,,Side Swipe,138.5943012,-34.9251628,cyan
2018-190-15/08/2019,,Right Angle,138.5094447,-34.8514136,yellow
2018-191-15/08/2019,,Rear End,138.6690459,-34.7669163,black
2018-192-15/08/2019,,Rear End,138.6357344,-34.8711797,black
2018-193-15/08/2019,,Hit Parked Vehicle,138.6008938,-34.9449323,green
2018-194-15/08/2019,,Right Turn,138.6011017,-34.8605072,gray
2018-195-15/08/2019,,Right Turn,138.5695347,-35.0166435,gray
2018-196-15/08/2019,,Hit Fixed Object,140.7873779,-36.8438007,blue
2018-197-15/08/2019,,Rear End,138.5671168,-35.019269,black
2018-198-15/08/2019,,Side Swipe,138.6457968,-34.8646646,cyan
2018-199-15/08/2019,,Right Angle,138.5429414,-35.2089559,yellow
2018-200-15/08/2019,,Roll Over,130.1092552,-26.1679476,pink
2018-201-15/08/2019,,Side Swipe,138.6223584,-34.9213314,cyan
2018-202-15/08/2019,,Right Angle,138.9678566,-34.512384,yellow
2018-203-15/08/2019,,Right Angle,138.5338948,-35.1467239,yellow
2018-204-15/08/2019,,Right Turn,138.5339536,-34.8821513,gray
2018-205-15/08/2019,,Rear End,138.6081551,-34.9065893,black
2018-206-15/08/2019,,Hit Fixed Object,138.5324174,-34.9756149,blue
2018-207-15/08/2019,1,Right Turn,138.5814657,-35.296987,gray
2018-208-15/08/2019,,Rear End,138.545202,-34.887127,black
2018-209-15/08/2019,,Rear End,138.8626637,-35.0702083,black
2018-210-15/08/2019,,Rear End,138.631914,-35.492793,black
2018-211-15/08/2019,,Left Road - Out of Control,140.7116665,-36.9613758,brown
2018-212-15/08/2019,,Hit Fixed Object,138.8330318,-34.8222684,blue
2018-213-15/08/2019,,Side Swipe,138.591054,-34.7581221,cyan
2018-214-15/08/2019,,Rear End,138.7045439,-34.8640571,black
2018-215-15/08/2019,,Side Swipe,138.5213365,-34.995341,cyan
2018-216-15/08/2019,,Rear End,138.6015206,-34.9172342,black
2018-217-15/08/2019,,Rear End,138.531804,-35.1048289,black
2018-218-15/08/2019,,Left Road - Out of Control,138.5045103,-34.9453996,brown
2018-219-15/08/2019,,Rear End,138.6649056,-34.7891151,black
2018-220-15/08/2019,,Rear End,138.4986246,-35.1762162,black
2018-221-15/08/2019,,Rear End,138.596147,-34.8738793,black
2018-222-15/08/2019,,Right Angle,140.7195087,-37.9278278,yellow
2018-223-15/08/2019,,Rear End,138.4986246,-35.1762162,black
2018-224-15/08/2019,,Hit Pedestrian,138.6465184,-34.8097498,azure
2018-225-15/08/2019,,Side Swipe,138.6113529,-34.9545758,cyan
2018-226-15/08/2019,,Right Angle,138.6072425,-34.935395,yellow
2018-227-15/08/2019,,Other,137.6264785,-34.4914733,orange
2018-228-15/08/2019,,Side Swipe,138.5350804,-35.0543685,cyan
2018-229-15/08/2019,,Hit Animal,138.4944165,-35.4898672,pink
2018-230-15/08/2019,,Hit Parked Vehicle,138.5393268,-34.9895776,green
2018-231-15/08/2019,,Hit Pedestrian,138.6511515,-34.9276068,azure
2018-232-15/08/2019,,Side Swipe,138.5839481,-34.7364126,cyan
2018-233-15/08/2019,,Hit Parked Vehicle,138.7136681,-34.6957039,green
2018-234-15/08/2019,,Right Angle,138.8631682,-35.077259,yellow
2018-235-15/08/2019,,Rear End,138.5467188,-34.850635,black
2018-236-15/08/2019,,Left Road - Out of Control,139.2696403,-35.0917961,brown
2018-237-15/08/2019,,Rear End,138.5909514,-34.8485951,black
2018-238-15/08/2019,,Side Swipe,138.6001532,-34.8736936,cyan
2018-239-15/08/2019,,Rear End,138.612065,-34.9295204,black
2018-240-15/08/2019,,Right Angle,138.6824572,-34.6780339,yellow
2018-241-15/08/2019,,Right Angle,138.493984,-35.182613,yellow
2018-242-15/08/2019,,Rear End,138.6177185,-34.8246133,black
2018-243-15/08/2019,,Rear End,138.6018909,-34.8736886,black
2018-244-15/08/2019,,Side Swipe,138.696873,-34.6778616,cyan
2018-245-15/08/2019,,Rear End,138.6729766,-34.7192898,black
2018-246-15/08/2019,,Rear End,138.6730748,-34.7197698,black
2018-247-15/08/2019,,Rear End,138.6585853,-34.9177313,black
2018-248-15/08/2019,,Rear End,138.5970092,-34.9302807,black
2018-249-15/08/2019,,Hit Parked Vehicle,138.5305361,-35.0299027,green
2018-250-15/08/2019,,Hit Fixed Object,138.5703833,-35.0007718,blue
2018-251-15/08/2019,,Hit Fixed Object,138.6619551,-34.8725813,blue
2018-252-15/08/2019,,Right Angle,138.6267592,-34.8843148,yellow
2018-253-15/08/2019,,Roll Over,138.5108565,-35.1269289,pink
2018-254-15/08/2019,,Hit Object on Road,138.4858587,-34.883316,khaki
2018-255-15/08/2019,,Hit Fixed Object,137.7768331,-32.4990636,blue
2018-256-15/08/2019,,Hit Fixed Object,138.6135684,-34.9915374,blue
2018-257-15/08/2019,,Rear End,135.8413164,-34.7460074,black
2018-258-15/08/2019,,Hit Parked Vehicle,138.5827903,-34.980378,green
2018-259-15/08/2019,,Hit Parked Vehicle,138.6070874,-34.9226111,green
2018-260-15/08/2019,,Rear End,138.5948732,-34.7624774,black
2018-261-15/08/2019,,Hit Animal,138.2938363,-32.1034064,pink
2018-262-15/08/2019,,Hit Fixed Object,137.6366571,-33.9253944,blue
2018-263-15/08/2019,,Hit Fixed Object,138.7808171,-34.9699763,blue
2018-264-15/08/2019,,Rear End,138.4725039,-35.2969656,black
2018-265-15/08/2019,,Rear End,138.5839562,-34.871604,black
2018-266-15/08/2019,,Right Turn,138.6330618,-34.8748134,gray
2018-267-15/08/2019,,Hit Pedestrian,138.4994987,-35.1446646,azure
2018-268-15/08/2019,,Rear End,138.5967282,-34.7917779,black
2018-269-15/08/2019,,Rear End,138.6126488,-34.909223,black
2018-270-15/08/2019,,Rear End,138.6630362,-34.8670607,black
2018-271-15/08/2019,,Rear End,138.5740301,-34.9419643,black
2018-272-15/08/2019,,Hit Parked Vehicle,138.4866262,-35.1429991,green
2018-273-15/08/2019,,Right Angle,138.6092409,-34.9008141,yellow
2018-274-15/08/2019,,Rear End,138.5903905,-34.961163,black
2018-275-15/08/2019,,Hit Parked Vehicle,138.6048964,-34.9640389,green
2018-276-15/08/2019,,Rear End,138.5931727,-34.8161668,black
2018-277-15/08/2019,,Rear End,138.6732994,-34.719594,black
2018-278-15/08/2019,,Rear End,138.6017369,-34.8068474,black
2018-279-15/08/2019,,Side Swipe,138.575708,-35.0055393,cyan
2018-280-15/08/2019,,Right Angle,138.4772839,-35.1871474,yellow
2018-281-15/08/2019,,Right Angle,138.6189495,-34.8688571,yellow
2018-282-15/08/2019,,Hit Fixed Object,138.58889,-34.9417482,blue
2018-283-15/08/2019,,Side Swipe,138.5224976,-35.0109944,cyan
2018-284-15/08/2019,,Hit Fixed Object,138.5821151,-34.8747129,blue
2018-285-15/08/2019,,Right Turn,138.5924587,-34.9662241,gray
2018-286-15/08/2019,,Rear End,138.6730748,-34.7197698,black
2018-287-15/08/2019,,Side Swipe,138.6408405,-34.9188844,cyan
2018-288-15/08/2019,,Side Swipe,138.5741357,-34.9823715,cyan
2018-289-15/08/2019,,Hit Fixed Object,139.128001,-35.1366769,blue
2018-290-15/08/2019,,Side Swipe,138.0141068,-33.1815913,cyan
2018-291-15/08/2019,,Hit Fixed Object,138.5964989,-34.9974201,blue
2018-292-15/08/2019,,Hit Parked Vehicle,140.3556208,-37.5962025,green
2018-293-15/08/2019,,Hit Fixed Object,138.5346229,-34.8970446,blue
2018-294-15/08/2019,,Rear End,138.7551088,-35.0257269,black
2018-295-15/08/2019,,Right Turn,138.5678953,-34.6927765,gray
2018-296-15/08/2019,,Hit Fixed Object,138.5391389,-34.9268559,blue
2018-297-15/08/2019,,Roll Over,138.877298,-34.6890576,pink
2018-298-15/08/2019,,Rear End,138.5947276,-34.8987801,black
2018-299-15/08/2019,,Rear End,138.5976481,-34.9245192,black
2018-300-15/08/2019,,Roll Over,138.8566107,-34.4845154,pink
2018-301-15/08/2019,,Right Angle,138.4972473,-34.9255849,yellow
2018-302-15/08/2019,1,Hit Fixed Object,138.5448831,-34.9009987,blue
2018-303-15/08/2019,,Hit Fixed Object,137.8414908,-34.5553941,blue
2018-304-15/08/2019,,Hit Parked Vehicle,138.4936486,-34.8183227,green
2018-305-15/08/2019,,Hit Fixed Object,138.6058725,-34.8538515,blue
2018-306-15/08/2019,,Hit Fixed Object,138.5245661,-34.9096656,blue
2018-307-15/08/2019,,Hit Fixed Object,139.9778251,-34.1839485,blue
2018-308-15/08/2019,,Hit Fixed Object,138.6514966,-34.7726942,blue
2018-309-15/08/2019,,Right Angle,138.5993613,-34.8392055,yellow
2018-310-15/08/2019,,Hit Fixed Object,134.7740662,-32.6547064,blue
2018-311-15/08/2019,,Hit Pedestrian,138.5954881,-34.9050739,azure
2018-312-15/08/2019,,Right Angle,138.6491636,-34.7611263,yellow
2018-313-15/08/2019,,Rear End,138.6571469,-34.7979295,black
2018-314-15/08/2019,,Side Swipe,138.6517617,-34.7686083,cyan
2018-315-15/08/2019,,Rear End,138.520308,-34.982002,black
2018-316-15/08/2019,,Hit Fixed Object,132.1347687,-26.2797952,blue
2018-317-15/08/2019,,Rear End,138.8531972,-35.0621338,black
2018-318-15/08/2019,,Hit Fixed Object,138.6859574,-34.732157,blue
2018-319-15/08/2019,,Right Turn,138.7274072,-34.6128669,gray
2018-320-15/08/2019,,Hit Fixed Object,139.272696,-35.1226812,blue
2018-321-15/08/2019,,Right Angle,138.957783,-33.6701083,yellow
2018-322-15/08/2019,,Rear End,138.7244581,-34.6394432,black
2018-323-15/08/2019,,Hit Parked Vehicle,132.6934099,-27.017011,green
2018-324-15/08/2019,,Rear End,138.645837,-34.8646341,black
2018-325-15/08/2019,,Right Angle,138.6080767,-34.9577374,yellow
2018-326-15/08/2019,,Right Turn,138.5883414,-34.9362793,gray
2018-327-15/08/2019,,Side Swipe,138.6701052,-34.8474418,cyan
2018-328-15/08/2019,,Hit Fixed Object,138.5957158,-34.7817286,blue
2018-329-15/08/2019,,Hit Pedestrian,138.6096412,-34.7826634,azure
2018-330-15/08/2019,,Hit Pedestrian,138.7046388,-34.772319,azure
2018-331-15/08/2019,,Hit Parked Vehicle,138.5345437,-34.8496783,green
2018-332-15/08/2019,,Right Angle,138.6767198,-34.6827304,yellow
2018-333-15/08/2019,,Right Angle,138.6597705,-34.6753978,yellow
2018-334-15/08/2019,,Hit Fixed Object,138.4736701,-35.2061653,blue
2018-335-15/08/2019,,Roll Over,138.6813408,-34.6253619,pink
2018-336-15/08/2019,,Rear End,138.520308,-34.982002,black
2018-337-15/08/2019,,Rear End,138.6068664,-34.9424463,black
2018-338-15/08/2019,,Rear End,138.5999088,-34.9528043,black
2018-339-15/08/2019,,Hit Fixed Object,138.6950829,-34.7137947,blue
2018-340-15/08/2019,,Right Turn,138.5924884,-34.8639869,gray
2018-341-15/08/2019,,Roll Over,135.8160883,-34.7747005,pink
2018-342-15/08/2019,,Hit Fixed Object,140.7564288,-35.5005452,blue
2018-343-15/08/2019,,Rear End,138.5521979,-35.017483,black
2018-344-15/08/2019,,Right Angle,138.520133,-34.8982638,yellow
2018-345-15/08/2019,,Side Swipe,138.5396825,-34.9354009,cyan
2018-346-15/08/2019,,Hit Fixed Object,138.6727651,-34.9492132,blue
2018-347-15/08/2019,,Roll Over,138.7975208,-34.8190212,pink
2018-348-15/08/2019,,Right Angle,138.6208033,-35.5545314,yellow
2018-349-15/08/2019,,Rear End,138.3354252,-35.454844,black
2018-350-15/08/2019,,Right Turn,138.4571754,-35.2647916,gray
2018-351-15/08/2019,,Side Swipe,138.474064,-35.3189896,cyan
2018-352-15/08/2019,,Hit Fixed Object,138.8695375,-34.8207891,blue
2018-353-15/08/2019,,Side Swipe,138.6344214,-34.9212397,cyan
2018-354-15/08/2019,,Right Angle,138.5669587,-35.0845664,yellow
2018-355-15/08/2019,,Side Swipe,138.6031205,-34.8440007,cyan
2018-356-15/08/2019,,Hit Fixed Object,138.7110971,-34.6808757,blue
2018-357-15/08/2019,,Hit Fixed Object,138.6497453,-34.968653,blue
2018-358-15/08/2019,,Hit Parked Vehicle,138.508766,-34.8869144,green
2018-359-15/08/2019,,Right Turn,138.6587666,-34.9200707,gray
2018-360-15/08/2019,1,Head On,139.0776296,-34.4202594,ivory
2018-361-15/08/2019,,Hit Fixed Object,138.6407845,-34.7522146,blue
2018-362-15/08/2019,,Right Turn,138.5973303,-34.8123639,gray
2018-363-15/08/2019,,Side Swipe,138.6043429,-34.8935531,cyan
2018-364-15/08/2019,,Rear End,138.5534068,-35.0174175,black
2018-365-15/08/2019,,Rear End,138.6531645,-34.9141691,black
2018-366-15/08/2019,,Rear End,138.5733286,-34.909302,black
2018-367-15/08/2019,,Hit Fixed Object,136.5121967,-33.1804524,blue
2018-368-15/08/2019,,Side Swipe,138.6150014,-34.9196382,cyan
2018-369-15/08/2019,,Side Swipe,138.5409847,-34.8416128,cyan
2018-370-15/08/2019,,Side Swipe,138.5982693,-34.8248229,cyan
2018-371-15/08/2019,,Hit Parked Vehicle,138.498701,-35.1039651,green
2018-372-15/08/2019,,Right Angle,138.5242671,-34.9980238,yellow
2018-373-15/08/2019,,Side Swipe,138.6169961,-34.8060707,cyan
2018-374-15/08/2019,,Hit Animal,138.3687328,-34.4644738,pink
2018-375-15/08/2019,,Roll Over,138.8306098,-34.9019635,pink
2018-376-15/08/2019,,Side Swipe,138.6520251,-34.8599223,cyan
2018-377-15/08/2019,,Right Angle,138.5839214,-34.8711121,yellow
2018-378-15/08/2019,,Rear End,138.6007141,-34.9285595,black
2018-379-15/08/2019,,Rear End,138.6293564,-34.9078102,black
2018-380-15/08/2019,,Rear End,138.7443794,-34.6068412,black
2018-381-15/08/2019,,Hit Fixed Object,135.9351316,-33.1922432,blue
2018-382-15/08/2019,,Right Angle,140.8054412,-37.8220092,yellow
2018-383-15/08/2019,,Right Turn,138.6567087,-34.9039117,gray
2018-384-15/08/2019,,Right Turn,138.6514306,-34.8603741,gray
2018-385-15/08/2019,,Right Turn,138.5482482,-34.8723853,gray
2018-386-15/08/2019,,Rear End,138.6233902,-34.9279131,black
2018-387-15/08/2019,,Right Turn,138.643233,-34.76024,gray
