id,pole_nr,color,area,row,status,x,y,labels
943,27,black,T2,T2-53,06-Commissioning,5.610425232,35.52841583,
944,28,black,T2,T2-53,06-Commissioning,5.610423032,35.52848883,
945,29,black,T2,T2-53,06-Commissioning,5.610421132,35.52855223,
946,30,black,T2,T2-53,06-Commissioning,5.610418932,35.52862513,
947,31,black,T2,T2-53,06-Commissioning,5.610416632,35.52870083,T2
948,32,black,T2,T2-53,06-Commissioning,5.610414432,35.52877383,
949,33,black,T2,T2-53,06-Commissioning,5.610412532,35.52883723,
950,34,black,T2,T2-53,06-Commissioning,5.610410332,35.52891023,
951,35,black,T2,T2-53,06-Commissioning,5.610408032,35.52898593,
952,36,black,T2,T2-53,06-Commissioning,5.610405832,35.52905883,
953,37,black,T2,T2-53,06-Commissioning,5.610403932,35.52912233,
954,38,black,T2,T2-53,06-Commissioning,5.610401732,35.52919533,
955,1,black,T2,T2-54,06-Commissioning,5.610642832,35.52655983,
956,2,black,T2,T2-54,06-Commissioning,5.610640632,35.52663273,
957,3,black,T2,T2-54,06-Commissioning,5.610638432,35.52670843,
958,4,black,T2,T2-54,06-Commissioning,5.610636232,35.52678143,
959,5,black,T2,T2-54,06-Commissioning,5.610634232,35.52684493,
960,6,black,T2,T2-54,06-Commissioning,5.610632032,35.52691793,
961,7,black,T2,T2-54,06-Commissioning,5.610629832,35.52699363,
962,8,black,T2,T2-54,06-Commissioning,5.610627632,35.52706653,
963,9,black,T2,T2-54,06-Commissioning,5.610625632,35.52712993,
964,10,black,T2,T2-54,06-Commissioning,5.610623432,35.52720293,
965,11,black,T2,T2-54,06-Commissioning,5.610621232,35.52727863,T2
966,12,black,T2,T2-54,06-Commissioning,5.610619032,35.52735153,
967,13,black,T2,T2-54,06-Commissioning,5.610617032,35.52741503,
968,14,black,T2,T2-54,06-Commissioning,5.610614832,35.52748803,
969,15,black,T2,T2-54,06-Commissioning,5.610612632,35.52756373,
970,16,black,T2,T2-54,06-Commissioning,5.610610432,35.52763673,
971,17,black,T2,T2-54,06-Commissioning,5.610608432,35.52770033,
972,18,black,T2,T2-54,06-Commissioning,5.610606232,35.52777333,
973,21,black,T2,T2-55,06-Commissioning,5.610599832,35.52798543,
974,22,black,T2,T2-55,06-Commissioning,5.610597632,35.52805843,
975,23,black,T2,T2-55,06-Commissioning,5.610595432,35.52813403,
976,24,black,T2,T2-55,06-Commissioning,5.610593132,35.52820703,
977,25,black,T2,T2-55,06-Commissioning,5.610591232,35.52827053,
978,26,black,T2,T2-55,06-Commissioning,5.610589032,35.52834353,
979,27,black,T2,T2-55,06-Commissioning,5.610586832,35.52841923,
980,28,black,T2,T2-55,06-Commissioning,5.610584532,35.52849213,
981,29,black,T2,T2-55,06-Commissioning,5.610582632,35.52855553,
982,30,black,T2,T2-55,06-Commissioning,5.610580432,35.52862843,
983,31,black,T2,T2-55,06-Commissioning,5.610578232,35.52870413,
984,32,black,T2,T2-55,06-Commissioning,5.610576032,35.52877713,
985,33,black,T2,T2-55,06-Commissioning,5.610574032,35.52884053,
986,34,black,T2,T2-55,06-Commissioning,5.610571832,35.52891353,
987,35,black,T2,T2-55,06-Commissioning,5.610569632,35.52898923,
988,36,black,T2,T2-55,06-Commissioning,5.610567432,35.52906213,
989,37,black,T2,T2-55,06-Commissioning,5.610565432,35.52912563,
990,38,black,T2,T2-55,06-Commissioning,5.610563232,35.52919863,
991,1,black,T2,T2-56,06-Commissioning,5.610804432,35.52656313,
992,2,black,T2,T2-56,06-Commissioning,5.610802232,35.52663613,
993,3,black,T2,T2-56,06-Commissioning,5.610799932,35.52671183,
994,4,black,T2,T2-56,06-Commissioning,5.610797732,35.52678473,
995,5,black,T2,T2-56,06-Commissioning,5.610795832,35.52684823,
996,6,black,T2,T2-56,06-Commissioning,5.610793632,35.52692123,
997,7,black,T2,T2-56,06-Commissioning,5.610791332,35.52699683,
998,8,black,T2,T2-56,06-Commissioning,5.610789132,35.52706983,
999,9,black,T2,T2-56,06-Commissioning,5.610787232,35.52713323,
1000,10,black,T2,T2-56,06-Commissioning,5.610785032,35.52720623,
1001,11,black,T2,T2-56,06-Commissioning,5.610782732,35.52728193,
1002,12,black,T2,T2-56,06-Commissioning,5.610780532,35.52735493,
1003,13,black,T2,T2-56,06-Commissioning,5.610778632,35.52741843,
1004,14,black,T2,T2-56,06-Commissioning,5.610776432,35.52749143,
1005,15,black,T2,T2-56,06-Commissioning,5.610774132,35.52756703,
1006,16,black,T2,T2-56,06-Commissioning,5.610771932,35.52764003,
1007,17,black,T2,T2-56,06-Commissioning,5.610770032,35.52770363,
1008,18,black,T2,T2-56,06-Commissioning,5.610767832,35.52777663,
1009,21,black,T2,T2-57,06-Commissioning,5.610761432,35.52798873,
1010,22,black,T2,T2-57,06-Commissioning,5.610759232,35.52806173,
1011,23,black,T2,T2-57,06-Commissioning,5.610756932,35.52813743,
1012,24,black,T2,T2-57,06-Commissioning,5.610754732,35.52821033,
1013,25,black,T2,T2-57,06-Commissioning,5.610752832,35.52827383,
1014,26,black,T2,T2-57,06-Commissioning,5.610750632,35.52834683,
1015,27,black,T2,T2-57,06-Commissioning,5.610748332,35.52842253,
1016,28,black,T2,T2-57,06-Commissioning,5.610746132,35.52849553,
1017,29,black,T2,T2-57,06-Commissioning,5.610744232,35.52855883,
1018,30,black,T2,T2-57,06-Commissioning,5.610742032,35.52863173,
1019,31,black,T2,T2-57,06-Commissioning,5.610739732,35.52870743,
1020,32,black,T2,T2-57,06-Commissioning,5.610737532,35.52878043,
1021,33,black,T2,T2-57,06-Commissioning,5.610735632,35.52884383,
1022,34,black,T2,T2-57,06-Commissioning,5.610733432,35.52891683,
1023,35,black,T2,T2-57,06-Commissioning,5.610731132,35.52899253,
1024,36,black,T2,T2-57,06-Commissioning,5.610728932,35.52906553,
1025,37,black,T2,T2-57,06-Commissioning,5.610727032,35.52912893,
1026,38,black,T2,T2-57,06-Commissioning,5.610724832,35.52920193,
1027,1,black,T2,T2-58,06-Commissioning,5.610966032,35.52656643,
1028,2,black,T2,T2-58,06-Commissioning,5.610963832,35.52663943,
1029,3,black,T2,T2-58,06-Commissioning,5.610961532,35.52671513,
1030,4,black,T2,T2-58,06-Commissioning,5.610959332,35.52678803,
1031,5,black,T2,T2-58,06-Commissioning,5.610957432,35.52685153,
1032,6,black,T2,T2-58,06-Commissioning,5.610955232,35.52692453,
1033,7,black,T2,T2-58,06-Commissioning,5.610952932,35.52700023,
1034,8,black,T2,T2-58,06-Commissioning,5.610950732,35.52707313,
1035,9,black,T2,T2-58,06-Commissioning,5.610948832,35.52713663,
1036,10,black,T2,T2-58,06-Commissioning,5.610946632,35.52720963,
1037,11,black,T2,T2-58,06-Commissioning,5.610944332,35.52728523,
1038,12,black,T2,T2-58,06-Commissioning,5.610942132,35.52735823,
1039,13,black,T2,T2-58,06-Commissioning,5.610940232,35.52742173,
1040,14,black,T2,T2-58,06-Commissioning,5.610938032,35.52749473,
1041,15,black,T2,T2-58,06-Commissioning,5.610935732,35.52757043,
1042,16,black,T2,T2-58,06-Commissioning,5.610933532,35.52764343,
1043,17,black,T2,T2-58,06-Commissioning,5.610931632,35.52770693,
1044,18,black,T2,T2-58,06-Commissioning,5.610929432,35.52777993,
1045,21,black,T2,T2-59,06-Commissioning,5.610923032,35.52799213,
1046,22,black,T2,T2-59,06-Commissioning,5.610920832,35.52806503,
1047,23,black,T2,T2-59,06-Commissioning,5.610918532,35.52814073,
1048,24,black,T2,T2-59,06-Commissioning,5.610916332,35.52821373,
1049,25,black,T2,T2-59,06-Commissioning,5.610914432,35.52827723,
1050,26,black,T2,T2-59,06-Commissioning,5.610912232,35.52835013,
1051,27,black,T2,T2-59,06-Commissioning,5.610909932,35.52842583,
1052,28,black,T2,T2-59,06-Commissioning,5.610907732,35.52849883,
1053,29,black,T2,T2-59,06-Commissioning,5.610905832,35.52856203,
1054,30,black,T2,T2-59,06-Commissioning,5.610903632,35.52863503,
1055,31,black,T2,T2-59,06-Commissioning,5.610901332,35.52871073,
1056,32,black,T2,T2-59,06-Commissioning,5.610899132,35.52878373,
1057,33,black,T2,T2-59,06-Commissioning,5.610897232,35.52884723,
1058,34,black,T2,T2-59,06-Commissioning,5.610895032,35.52892013,
1059,35,black,T2,T2-59,06-Commissioning,5.610892732,35.52899583,
1060,36,black,T2,T2-59,06-Commissioning,5.610890532,35.52906883,
1061,37,black,T2,T2-59,06-Commissioning,5.610888632,35.52913223,
1062,38,black,T2,T2-59,06-Commissioning,5.610886432,35.52920523,
1063,1,black,T2,T2-60,06-Commissioning,5.611127632,35.52656983,
1064,2,black,T2,T2-60,06-Commissioning,5.611125432,35.52664273,
1065,3,black,T2,T2-60,06-Commissioning,5.611123132,35.52671843,
1066,4,black,T2,T2-60,06-Commissioning,5.611120932,35.52679143,
1067,5,black,T2,T2-60,06-Commissioning,5.611119032,35.52685483,
1068,6,black,T2,T2-60,06-Commissioning,5.611116832,35.52692783,
1069,7,black,T2,T2-60,06-Commissioning,5.611114532,35.52700353,
1070,8,black,T2,T2-60,06-Commissioning,5.611112332,35.52707653,
1071,9,black,T2,T2-60,06-Commissioning,5.611110432,35.52714003,
1072,10,black,T2,T2-60,06-Commissioning,5.611108232,35.52721293,
1073,11,black,T2,T2-60,06-Commissioning,5.611105932,35.52728863,
1074,12,black,T2,T2-60,06-Commissioning,5.611103732,35.52736163,
1075,13,black,T2,T2-60,06-Commissioning,5.611101832,35.52742513,
1076,14,black,T2,T2-60,06-Commissioning,5.611099632,35.52749803,
1077,15,black,T2,T2-60,06-Commissioning,5.611097332,35.52757373,
1078,16,black,T2,T2-60,06-Commissioning,5.611095132,35.52764673,
1079,17,black,T2,T2-60,06-Commissioning,5.611093232,35.52771023,
1080,18,black,T2,T2-60,06-Commissioning,5.611091032,35.52778323,
1081,21,black,T2,T2-61,06-Commissioning,5.611084632,35.52799543,
1082,22,black,T2,T2-61,06-Commissioning,5.611082432,35.52806833,
1083,23,black,T2,T2-61,06-Commissioning,5.611080132,35.52814403,
1084,24,black,T2,T2-61,06-Commissioning,5.611077932,35.52821703,
1085,25,black,T2,T2-61,06-Commissioning,5.611076032,35.52828043,
1086,26,black,T2,T2-61,06-Commissioning,5.611073832,35.52835343,
1087,27,black,T2,T2-61,06-Commissioning,5.611071532,35.52842913,
1088,28,black,T2,T2-61,06-Commissioning,5.611069332,35.52850213,
1089,29,black,T2,T2-61,06-Commissioning,5.611067432,35.52856543,
1090,30,black,T2,T2-61,06-Commissioning,5.611065232,35.52863843,
1091,31,black,T2,T2-61,06-Commissioning,5.611062932,35.52871403,
1092,32,black,T2,T2-61,06-Commissioning,5.611060732,35.52878703,
1093,33,black,T2,T2-61,06-Commissioning,5.611058832,35.52885053,
1094,34,black,T2,T2-61,06-Commissioning,5.611056632,35.52892343,
1095,35,black,T2,T2-61,06-Commissioning,5.611054332,35.52899913,
1096,36,black,T2,T2-61,06-Commissioning,5.611052132,35.52907213,
1097,37,black,T2,T2-61,06-Commissioning,5.611050232,35.52913553,
1098,38,black,T2,T2-61,06-Commissioning,5.611048032,35.52920853,
1099,1,black,T1,T1-62,06-Commissioning,5.611289232,35.52657313,
1100,2,black,T1,T1-62,06-Commissioning,5.611287032,35.52664603,
1101,3,black,T1,T1-62,06-Commissioning,5.611284732,35.52672173,
1102,4,black,T1,T1-62,06-Commissioning,5.611282532,35.52679473,
1103,5,black,T1,T1-62,06-Commissioning,5.611280632,35.52685823,
1104,6,black,T1,T1-62,06-Commissioning,5.611278432,35.52693113,
1105,7,black,T1,T1-62,06-Commissioning,5.611276132,35.52700683,
1106,8,black,T1,T1-62,06-Commissioning,5.611273932,35.52707983,
1107,9,black,T1,T1-62,06-Commissioning,5.611272032,35.52714333,
1108,10,black,T1,T1-62,06-Commissioning,5.611269832,35.52721633,
1109,11,black,T1,T1-62,06-Commissioning,5.611267532,35.52729193,
1110,12,black,T1,T1-62,06-Commissioning,5.611265332,35.52736493,
1111,13,black,T1,T1-62,06-Commissioning,5.611263432,35.52742843,
1112,14,black,T1,T1-62,06-Commissioning,5.611261232,35.52750143,
1113,15,black,T1,T1-62,06-Commissioning,5.611258932,35.52757713,
1114,16,black,T1,T1-62,06-Commissioning,5.611256732,35.52765003,
1115,17,black,T1,T1-62,06-Commissioning,5.611254832,35.52771353,
1116,18,black,T1,T1-62,06-Commissioning,5.611252632,35.52778653,
1117,21,black,T1,T1-63,06-Commissioning,5.611246232,35.52799873,
1118,22,black,T1,T1-63,06-Commissioning,5.611244032,35.52807163,
1119,23,black,T1,T1-63,06-Commissioning,5.611241732,35.52814733,
1120,24,black,T1,T1-63,06-Commissioning,5.611239532,35.52822033,
1121,25,black,T1,T1-63,06-Commissioning,5.611237632,35.52828373,
1122,26,black,T1,T1-63,06-Commissioning,5.611235432,35.52835673,
1123,27,black,T1,T1-63,06-Commissioning,5.611233132,35.52843243,
1124,28,black,T1,T1-63,06-Commissioning,5.611230932,35.52850543,
1125,29,black,T1,T1-63,06-Commissioning,5.611229032,35.52856873,
1126,30,black,T1,T1-63,06-Commissioning,5.611226832,35.52864173,
1127,31,black,T1,T1-63,06-Commissioning,5.611224532,35.52871733,
1128,32,black,T1,T1-63,06-Commissioning,5.611222332,35.52879033,
1129,33,black,T1,T1-63,06-Commissioning,5.611220432,35.52885383,
1130,34,black,T1,T1-63,06-Commissioning,5.611218232,35.52892683,
1131,35,black,T1,T1-63,06-Commissioning,5.611215932,35.52900243,
1132,36,black,T1,T1-63,06-Commissioning,5.611213732,35.52907543,
1133,37,black,T1,T1-63,06-Commissioning,5.611211832,35.52913893,
1134,38,black,T1,T1-63,06-Commissioning,5.611209632,35.52921183,
1135,1,black,T1,T1-64,06-Commissioning,5.611450832,35.52657643,
1136,2,black,T1,T1-64,06-Commissioning,5.611448632,35.52664943,
1137,3,black,T1,T1-64,06-Commissioning,5.611446332,35.52672503,
1138,4,black,T1,T1-64,06-Commissioning,5.611444132,35.52679803,
1139,5,black,T1,T1-64,06-Commissioning,5.611442232,35.52686153,
1140,6,black,T1,T1-64,06-Commissioning,5.611440032,35.52693453,
1141,7,black,T1,T1-64,06-Commissioning,5.611437732,35.52701013,
1142,8,black,T1,T1-64,06-Commissioning,5.611435532,35.52708313,
1143,9,black,T1,T1-64,06-Commissioning,5.611433632,35.52714663,
1144,10,black,T1,T1-64,06-Commissioning,5.611431432,35.52721963,
1145,11,black,T1,T1-64,06-Commissioning,5.611429132,35.52729533,
1146,12,black,T1,T1-64,06-Commissioning,5.611426932,35.52736823,
1147,13,black,T1,T1-64,06-Commissioning,5.611425032,35.52743173,
1148,14,black,T1,T1-64,06-Commissioning,5.611422832,35.52750473,
1149,15,black,T1,T1-64,06-Commissioning,5.611420532,35.52758043,
1150,16,black,T1,T1-64,06-Commissioning,5.611418332,35.52765333,
1151,17,black,T1,T1-64,06-Commissioning,5.611416432,35.52771683,
1152,18,black,T1,T1-64,06-Commissioning,5.611414232,35.52778983,
1153,21,black,T1,T1-65,06-Commissioning,5.611407832,35.52800203,
1154,22,black,T1,T1-65,06-Commissioning,5.611405632,35.52807493,
1155,23,black,T1,T1-65,06-Commissioning,5.611403332,35.52815063,
1156,24,black,T1,T1-65,06-Commissioning,5.611401132,35.52822363,
1157,25,black,T1,T1-65,06-Commissioning,5.611399232,35.52828713,
1158,26,black,T1,T1-65,06-Commissioning,5.611397032,35.52836003,
1159,27,black,T1,T1-65,06-Commissioning,5.611394732,35.52843573,
1160,28,black,T1,T1-65,06-Commissioning,5.611392532,35.52850873,
1161,29,black,T1,T1-65,06-Commissioning,5.611390632,35.52857203,
1162,30,black,T1,T1-65,06-Commissioning,5.611388432,35.52864503,
1163,31,black,T1,T1-65,06-Commissioning,5.611386132,35.52872063,
1164,32,black,T1,T1-65,06-Commissioning,5.611383932,35.52879363,
1165,33,black,T1,T1-65,06-Commissioning,5.611382032,35.52885713,
1166,34,black,T1,T1-65,06-Commissioning,5.611379832,35.52893013,
1167,35,black,T1,T1-65,06-Commissioning,5.611377532,35.52900573,
1168,36,black,T1,T1-65,06-Commissioning,5.611375332,35.52907873,
1169,37,black,T1,T1-65,06-Commissioning,5.611373432,35.52914223,
1170,38,black,T1,T1-65,06-Commissioning,5.611371232,35.52921523,
1171,1,black,T1,T1-66,06-Commissioning,5.611612432,35.52657973,
1172,2,black,T1,T1-66,06-Commissioning,5.611610232,35.52665273,
1173,3,black,T1,T1-66,06-Commissioning,5.611607932,35.52672843,
1174,4,black,T1,T1-66,06-Commissioning,5.611605732,35.52680133,
1175,5,black,T1,T1-66,06-Commissioning,5.611603832,35.52686483,
1176,6,black,T1,T1-66,06-Commissioning,5.611601632,35.52693783,
1177,7,black,T1,T1-66,06-Commissioning,5.611599332,35.52701353,
1178,8,black,T1,T1-66,06-Commissioning,5.611597132,35.52708643,
1179,9,black,T1,T1-66,06-Commissioning,5.611595232,35.52714993,
1180,10,black,T1,T1-66,06-Commissioning,5.611593032,35.52722293,
1181,11,black,T1,T1-66,06-Commissioning,5.611590732,35.52729863,
1182,12,black,T1,T1-66,06-Commissioning,5.611588532,35.52737163,
1183,13,black,T1,T1-66,06-Commissioning,5.611586632,35.52743503,
1184,14,black,T1,T1-66,06-Commissioning,5.611584432,35.52750803,
1185,15,black,T1,T1-66,06-Commissioning,5.611582132,35.52758373,
1186,16,black,T1,T1-66,06-Commissioning,5.611579932,35.52765673,
1187,17,black,T1,T1-66,06-Commissioning,5.611578032,35.52772013,
1188,18,black,T1,T1-66,06-Commissioning,5.611575832,35.52779313,
1189,21,black,T1,T1-67,06-Commissioning,5.611569432,35.52800533,
1190,22,black,T1,T1-67,06-Commissioning,5.611567232,35.52807833,
1191,23,black,T1,T1-67,06-Commissioning,5.611564932,35.52815393,
1192,24,black,T1,T1-67,06-Commissioning,5.611562732,35.52822693,
1193,25,black,T1,T1-67,06-Commissioning,5.611560832,35.52829033,
1194,26,black,T1,T1-67,06-Commissioning,5.611558632,35.52836333,
1195,27,black,T1,T1-67,06-Commissioning,5.611556332,35.52843903,
1196,28,black,T1,T1-67,06-Commissioning,5.611554132,35.52851203,
1197,29,black,T1,T1-67,06-Commissioning,5.611552232,35.52857533,
1198,30,black,T1,T1-67,06-Commissioning,5.611550032,35.52864833,
1199,31,black,T1,T1-67,06-Commissioning,5.611547732,35.52872403,
1200,32,black,T1,T1-67,06-Commissioning,5.611545532,35.52879693,
1201,33,black,T1,T1-67,06-Commissioning,5.611543632,35.52886043,
1202,34,black,T1,T1-67,06-Commissioning,5.611541432,35.52893343,
1203,35,black,T1,T1-67,06-Commissioning,5.611539132,35.52900913,
1204,36,black,T1,T1-67,06-Commissioning,5.611536932,35.52908203,
1205,37,black,T1,T1-67,06-Commissioning,5.611535032,35.52914553,
1206,38,black,T1,T1-67,06-Commissioning,5.611532832,35.52921853,
1207,1,black,T1,T1-68,06-Commissioning,5.611774032,35.52658303,
1208,2,black,T1,T1-68,06-Commissioning,5.611771832,35.52665603,
1209,3,black,T1,T1-68,06-Commissioning,5.611769532,35.52673173,
1210,4,black,T1,T1-68,06-Commissioning,5.611767332,35.52680473,
1211,5,black,T1,T1-68,06-Commissioning,5.611765432,35.52686823,
1212,6,black,T1,T1-68,06-Commissioning,5.611763232,35.52694113,
1213,7,black,T1,T1-68,06-Commissioning,5.611760932,35.52701683,
1214,8,black,T1,T1-68,06-Commissioning,5.611758732,35.52708983,
1215,9,black,T1,T1-68,06-Commissioning,5.611756832,35.52715333,
1216,10,black,T1,T1-68,06-Commissioning,5.611754632,35.52722623,
1217,11,black,T1,T1-68,06-Commissioning,5.611752332,35.52730193,
1218,12,black,T1,T1-68,06-Commissioning,5.611750132,35.52737493,
1219,13,black,T1,T1-68,06-Commissioning,5.611748232,35.52743833,
1220,14,black,T1,T1-68,06-Commissioning,5.611746032,35.52751133,
1221,15,black,T1,T1-68,06-Commissioning,5.611743732,35.52758703,
1222,16,black,T1,T1-68,06-Commissioning,5.611741532,35.52766003,
1223,17,black,T1,T1-68,06-Commissioning,5.611739632,35.52772343,
1224,18,black,T1,T1-68,06-Commissioning,5.611737432,35.52779643,
1225,21,black,T1,T1-69,06-Commissioning,5.611731032,35.52800863,
1226,22,black,T1,T1-69,06-Commissioning,5.611728832,35.52808163,
1227,23,black,T1,T1-69,06-Commissioning,5.611726532,35.52815723,
1228,24,black,T1,T1-69,06-Commissioning,5.611724332,35.52823023,
1229,25,black,T1,T1-69,06-Commissioning,5.611722432,35.52829363,
1230,26,black,T1,T1-69,06-Commissioning,5.611720132,35.52836663,
1231,27,black,T1,T1-69,06-Commissioning,5.611717932,35.52844233,
1232,28,black,T1,T1-69,06-Commissioning,5.611715732,35.52851523,
1233,29,black,T1,T1-69,06-Commissioning,5.611713732,35.52857873,
1234,30,black,T1,T1-69,06-Commissioning,5.611711532,35.52865173,
1235,31,black,T1,T1-69,06-Commissioning,5.611709332,35.52872733,
1236,32,black,T1,T1-69,06-Commissioning,5.611707132,35.52880033,
1237,33,black,T1,T1-69,06-Commissioning,5.611705132,35.52886373,
1238,34,black,T1,T1-69,06-Commissioning,5.611702932,35.52893673,
1239,35,black,T1,T1-69,06-Commissioning,5.611700732,35.52901243,
1240,36,black,T1,T1-69,06-Commissioning,5.611698532,35.52908543,
1241,37,black,T1,T1-69,06-Commissioning,5.611696532,35.52914893,
1242,38,black,T1,T1-69,06-Commissioning,5.611694332,35.52922183,
1243,1,black,T1,T1-70,06-Commissioning,5.611935632,35.52658643,
1244,2,black,T1,T1-70,06-Commissioning,5.611933432,35.52665943,
1245,3,black,T1,T1-70,06-Commissioning,5.611931132,35.52673503,
1246,4,black,T1,T1-70,06-Commissioning,5.611928932,35.52680803,
1247,5,black,T1,T1-70,06-Commissioning,5.611927032,35.52687153,
1248,6,black,T1,T1-70,06-Commissioning,5.611924832,35.52694453,
1249,7,black,T1,T1-70,06-Commissioning,5.611922532,35.52702013,
1250,8,black,T1,T1-70,06-Commissioning,5.611920332,35.52709313,
1251,9,black,T1,T1-70,06-Commissioning,5.611918432,35.52715663,
1252,10,black,T1,T1-70,06-Commissioning,5.611916232,35.52722963,
1253,11,black,T1,T1-70,06-Commissioning,5.611913932,35.52730523,
1254,12,black,T1,T1-70,06-Commissioning,5.611911732,35.52737823,
1255,13,black,T1,T1-70,06-Commissioning,5.611909832,35.52744163,
1256,14,black,T1,T1-70,06-Commissioning,5.611907632,35.52751463,
1257,15,black,T1,T1-70,06-Commissioning,5.611905332,35.52759033,
1258,16,black,T1,T1-70,06-Commissioning,5.611903132,35.52766333,
1259,17,black,T1,T1-70,06-Commissioning,5.611901132,35.52772673,
1260,18,black,T1,T1-70,06-Commissioning,5.611898932,35.52779973,
1261,21,black,T1,T1-71,06-Commissioning,5.611892532,35.52801193,
1262,22,black,T1,T1-71,06-Commissioning,5.611890332,35.52808493,
1263,23,black,T1,T1-71,06-Commissioning,5.611888132,35.52816053,
1264,24,black,T1,T1-71,06-Commissioning,5.611885932,35.52823353,
1265,25,black,T1,T1-71,06-Commissioning,5.611883932,35.52829693,
1266,26,black,T1,T1-71,06-Commissioning,5.611881732,35.52836993,
1267,27,black,T1,T1-71,06-Commissioning,5.611879532,35.52844563,
1268,28,black,T1,T1-71,06-Commissioning,5.611877332,35.52851863,
1269,29,black,T1,T1-71,06-Commissioning,5.611875332,35.52858203,
1270,30,black,T1,T1-71,06-Commissioning,5.611873132,35.52865503,
1271,31,black,T1,T1-71,06-Commissioning,5.611870832,35.52873073,
1272,32,black,T1,T1-71,06-Commissioning,5.611868632,35.52880363,
1273,33,black,T1,T1-71,06-Commissioning,5.611866732,35.52886713,
1274,34,black,T1,T1-71,06-Commissioning,5.611864532,35.52894003,
1275,35,black,T1,T1-71,06-Commissioning,5.611862232,35.52901573,
1276,36,black,T1,T1-71,06-Commissioning,5.611860032,35.52908873,
1277,37,black,T1,T1-71,06-Commissioning,5.611858132,35.52915223,
1278,38,black,T1,T1-71,06-Commissioning,5.611855932,35.52922523,
1279,1,darkslategray4,T1,T1-72,05-Precom,5.612097232,35.52658973,
1280,2,darkslategray4,T1,T1-72,05-Precom,5.612095032,35.52666273,
1281,3,darkslategray4,T1,T1-72,05-Precom,5.612092732,35.52673843,
1282,4,darkslategray4,T1,T1-72,05-Precom,5.612090532,35.52681133,
1283,5,darkslategray4,T1,T1-72,05-Precom,5.612088632,35.52687483,
1284,6,darkslategray4,T1,T1-72,05-Precom,5.612086332,35.52694783,
1285,7,darkslategray4,T1,T1-72,05-Precom,5.612084132,35.52702353,
1286,8,darkslategray4,T1,T1-72,05-Precom,5.612081932,35.52709643,
1287,9,darkslategray4,T1,T1-72,05-Precom,5.612079932,35.52715993,
1288,10,darkslategray4,T1,T1-72,05-Precom,5.612077732,35.52723293,
1289,11,darkslategray4,T1,T1-72,05-Precom,5.612075532,35.52730853,
1290,12,darkslategray4,T1,T1-72,05-Precom,5.612073332,35.52738153,
1291,13,darkslategray4,T1,T1-72,05-Precom,5.612071332,35.52744503,
1292,14,darkslategray4,T1,T1-72,05-Precom,5.612069132,35.52751793,
1293,15,darkslategray4,T1,T1-72,05-Precom,5.612066932,35.52759363,
1294,16,darkslategray4,T1,T1-72,05-Precom,5.612064732,35.52766663,
1295,17,darkslategray4,T1,T1-72,05-Precom,5.612062732,35.52773013,
1296,18,darkslategray4,T1,T1-72,05-Precom,5.612060532,35.52780303,
1297,21,darkslategray4,T1,T1-73,05-Precom,5.612054132,35.52801523,
1298,22,darkslategray4,T1,T1-73,05-Precom,5.612051932,35.52808813,
1299,23,darkslategray4,T1,T1-73,05-Precom,5.612049632,35.52816383,
1300,24,darkslategray4,T1,T1-73,05-Precom,5.612047432,35.52823683,
1301,25,darkslategray4,T1,T1-73,05-Precom,5.612045532,35.52830033,
1302,26,darkslategray4,T1,T1-73,05-Precom,5.612043332,35.52837323,
1303,27,darkslategray4,T1,T1-73,05-Precom,5.612041032,35.52844893,
1304,28,darkslategray4,T1,T1-73,05-Precom,5.612038832,35.52852193,
1305,29,darkslategray4,T1,T1-73,05-Precom,5.612036932,35.52858533,
1306,30,darkslategray4,T1,T1-73,05-Precom,5.612034732,35.52865833,
1307,31,darkslategray4,T1,T1-73,05-Precom,5.612032432,35.52873403,
1308,32,darkslategray4,T1,T1-73,05-Precom,5.612030232,35.52880703,
1309,33,darkslategray4,T1,T1-73,05-Precom,5.612028332,35.52887043,
1310,34,darkslategray4,T1,T1-73,05-Precom,5.612026132,35.52894343,
1311,35,darkslategray4,T1,T1-73,05-Precom,5.612023832,35.52901903,
1312,36,darkslategray4,T1,T1-73,05-Precom,5.612021632,35.52909203,
1313,37,darkslategray4,T1,T1-73,05-Precom,5.612019732,35.52915553,
1314,38,darkslategray4,T1,T1-73,05-Precom,5.612017532,35.52922853,
1315,1,darkslategray4,T1,T1-74,05-Precom,5.612258732,35.52659303,
1316,2,darkslategray4,T1,T1-74,05-Precom,5.612256532,35.52666603,
1317,3,darkslategray4,T1,T1-74,05-Precom,5.612254332,35.52674173,
1318,4,darkslategray4,T1,T1-74,05-Precom,5.612252132,35.52681473,
1319,5,darkslategray4,T1,T1-74,05-Precom,5.612250132,35.52687813,
1320,6,darkslategray4,T1,T1-74,05-Precom,5.612247932,35.52695113,
1321,7,darkslategray4,T1,T1-74,05-Precom,5.612245732,35.52702683,
1322,8,darkslategray4,T1,T1-74,05-Precom,5.612243532,35.52709973,
1323,9,darkslategray4,T1,T1-74,05-Precom,5.612241532,35.52716323,
1324,10,darkslategray4,T1,T1-74,05-Precom,5.612239332,35.52723623,
1325,11,darkslategray4,T1,T1-74,05-Precom,5.612237032,35.52731193,
1326,12,darkslategray4,T1,T1-74,05-Precom,5.612234832,35.52738483,
1327,13,darkslategray4,T1,T1-74,05-Precom,5.612232932,35.52744833,
