id,pole_nr,color,area,row,status,x,y,labels
1820,32,darkslategray4,T1,T1-102,05-Precom,5.614454032,35.52885653,
1821,33,darkslategray4,T1,T1-102,05-Precom,5.614452132,35.52892013,
1822,34,darkslategray4,T1,T1-102,05-Precom,5.614449932,35.52899303,
1823,35,darkslategray4,T1,T1-102,05-Precom,5.614447632,35.52906873,
1824,36,darkslategray4,T1,T1-102,05-Precom,5.614445432,35.52914173,
1825,37,darkslategray4,T1,T1-102,05-Precom,5.614443532,35.52920543,
1826,38,darkslategray4,T1,T1-102,05-Precom,5.614441332,35.52927833,
1827,1,darkslategray4,T3,T3-103,05-Precom,5.615490632,35.52665953,
1828,2,darkslategray4,T3,T3-103,05-Precom,5.615488432,35.52673253,
1829,3,darkslategray4,T3,T3-103,05-Precom,5.615486132,35.52680823,
1830,4,darkslategray4,T3,T3-103,05-Precom,5.615483932,35.52688113,
1831,5,darkslategray4,T3,T3-103,05-Precom,5.615481932,35.52694463,
1832,6,darkslategray4,T3,T3-103,05-Precom,5.615479732,35.52701753,
1833,7,darkslategray4,T3,T3-103,05-Precom,5.615477532,35.52709323,
1834,8,darkslategray4,T3,T3-103,05-Precom,5.615475232,35.52716623,
1835,9,darkslategray4,T3,T3-103,05-Precom,5.615473332,35.52722963,
1836,10,darkslategray4,T3,T3-103,05-Precom,5.615471132,35.52730263,
1837,11,darkslategray4,T3,T3-103,05-Precom,5.615468832,35.52737833,
1838,12,darkslategray4,T3,T3-103,05-Precom,5.615466632,35.52745123,
1839,13,darkorange,T3,T3-103,04-Electrical,5.615464732,35.52751483,
1840,14,darkorange,T3,T3-103,04-Electrical,5.615462532,35.52758773,
1841,15,darkorange,T3,T3-103,04-Electrical,5.615460232,35.52766343,
1842,16,darkorange,T3,T3-103,04-Electrical,5.615458032,35.52773643,
1843,17,darkorange,T3,T3-103,04-Electrical,5.615456132,35.52779993,
1844,18,darkorange,T3,T3-103,04-Electrical,5.615453932,35.52787293,
1845,21,darkorange,T3,T3-104,04-Electrical,5.615447532,35.52808513,
1846,22,darkorange,T3,T3-104,04-Electrical,5.615445332,35.52815803,
1847,23,darkorange,T3,T3-104,04-Electrical,5.615443032,35.52823373,
1848,24,darkorange,T3,T3-104,04-Electrical,5.615440832,35.52830673,
1849,25,darkorange,T3,T3-104,04-Electrical,5.615438932,35.52836993,
1850,26,darkorange,T3,T3-104,04-Electrical,5.615436732,35.52844293,
1851,27,darkorange,T3,T3-104,04-Electrical,5.615434432,35.52851863,
1852,28,darkorange,T3,T3-104,04-Electrical,5.615432232,35.52859163,
1853,29,darkorange,T3,T3-104,04-Electrical,5.615430232,35.52865513,
1854,30,darkorange,T3,T3-104,04-Electrical,5.615428032,35.52872803,
1855,31,darkorange,T3,T3-104,04-Electrical,5.615425832,35.52880373,
1856,32,darkorange,T3,T3-104,04-Electrical,5.615423532,35.52887673,
1857,33,darkorange,T3,T3-104,04-Electrical,5.615421632,35.52894023,
1858,34,darkorange,T3,T3-104,04-Electrical,5.615419432,35.52901323,
1859,35,darkorange,T3,T3-104,04-Electrical,5.615417132,35.52908893,
1860,36,darkorange,T3,T3-104,04-Electrical,5.615414932,35.52916183,
1861,37,darkorange,T3,T3-104,04-Electrical,5.615413032,35.52922533,
1862,38,darkorange,T3,T3-104,04-Electrical,5.615410832,35.52929833,
1863,1,darkorange,T3,T3-105,04-Electrical,5.615652132,35.52666283,
1864,2,darkorange,T3,T3-105,04-Electrical,5.615649932,35.52673583,
1865,3,darkorange,T3,T3-105,04-Electrical,5.615647732,35.52681153,
1866,4,darkorange,T3,T3-105,04-Electrical,5.615645532,35.52688453,
1867,5,darkorange,T3,T3-105,04-Electrical,5.615643532,35.52694793,
1868,6,darkorange,T3,T3-105,04-Electrical,5.615641332,35.52702093,
1869,7,darkorange,T3,T3-105,04-Electrical,5.615639032,35.52709653,
1870,8,darkorange,T3,T3-105,04-Electrical,5.615636832,35.52716953,
1871,9,darkorange,T3,T3-105,04-Electrical,5.615634932,35.52723303,
1872,10,darkorange,T3,T3-105,04-Electrical,5.615632732,35.52730593,
1873,11,darkorange,T3,T3-105,04-Electrical,5.615630432,35.52738163,
1874,12,darkorange,T3,T3-105,04-Electrical,5.615628232,35.52745463,
1875,13,darkorange,T3,T3-105,04-Electrical,5.615626332,35.52751813,
1876,14,darkorange,T3,T3-105,04-Electrical,5.615624132,35.52759113,
1877,15,darkorange,T3,T3-105,04-Electrical,5.615621832,35.52766673,
1878,16,darkorange,T3,T3-105,04-Electrical,5.615619632,35.52773973,
1879,17,darkorange,T3,T3-105,04-Electrical,5.615617732,35.52780323,
1880,18,darkorange,T3,T3-105,04-Electrical,5.615615532,35.52787623,
1881,21,darkorange,T3,T3-106,04-Electrical,5.615609132,35.52808833,
1882,22,darkorange,T3,T3-106,04-Electrical,5.615606932,35.52816133,
1883,23,darkorange,T3,T3-106,04-Electrical,5.615604632,35.52823703,
1884,24,darkorange,T3,T3-106,04-Electrical,5.615602432,35.52830993,
1885,25,darkorange,T3,T3-106,04-Electrical,5.615600432,35.52837333,
1886,26,darkorange,T3,T3-106,04-Electrical,5.615598232,35.52844633,
1887,27,darkorange,T3,T3-106,04-Electrical,5.615596032,35.52852193,
1888,28,darkorange,T3,T3-106,04-Electrical,5.615593832,35.52859493,
1889,29,darkorange,T3,T3-106,04-Electrical,5.615591832,35.52865843,
1890,30,darkorange,T3,T3-106,04-Electrical,5.615589632,35.52873143,
1891,31,darkorange,T3,T3-106,04-Electrical,5.615587332,35.52880713,
1892,32,darkorange,T3,T3-106,04-Electrical,5.615585132,35.52888003,
1893,33,darkorange,T3,T3-106,04-Electrical,5.615583232,35.52894353,
1894,34,darkorange,T3,T3-106,04-Electrical,5.615581032,35.52901653,
1895,35,darkorange,T3,T3-106,04-Electrical,5.615578732,35.52909223,
1896,36,darkorange,T3,T3-106,04-Electrical,5.615576532,35.52916523,
1897,37,darkorange,T3,T3-106,04-Electrical,5.615574632,35.52922863,
1898,38,darkorange,T3,T3-106,04-Electrical,5.615572432,35.52930163,
1899,1,darkorange,T3,T3-107,04-Electrical,5.615813732,35.52666613,
1900,2,darkorange,T3,T3-107,04-Electrical,5.615811532,35.52673913,
1901,3,darkorange,T3,T3-107,04-Electrical,5.615809232,35.52681483,
1902,4,darkorange,T3,T3-107,04-Electrical,5.615807032,35.52688783,
1903,5,darkorange,T3,T3-107,04-Electrical,5.615805132,35.52695123,
1904,6,darkorange,T3,T3-107,04-Electrical,5.615802932,35.52702423,
1905,7,darkorange,T3,T3-107,04-Electrical,5.615800632,35.52709993,
1906,8,darkorange,T3,T3-107,04-Electrical,5.615798432,35.52717283,
1907,9,darkorange,T3,T3-107,04-Electrical,5.615796532,35.52723633,
1908,10,darkorange,T3,T3-107,04-Electrical,5.615794332,35.52730933,
1909,11,darkorange,T3,T3-107,04-Electrical,5.615792032,35.52738493,
1910,12,darkorange,T3,T3-107,04-Electrical,5.615789832,35.52745793,
1911,13,darkorange,T3,T3-107,04-Electrical,5.615787932,35.52752143,
1912,14,darkorange,T3,T3-107,04-Electrical,5.615785732,35.52759443,
1913,15,darkorange,T3,T3-107,04-Electrical,5.615783432,35.52767013,
1914,16,darkorange,T3,T3-107,04-Electrical,5.615781232,35.52774303,
1915,17,darkorange,T3,T3-107,04-Electrical,5.615779332,35.52780653,
1916,18,darkorange,T3,T3-107,04-Electrical,5.615777132,35.52787953,
1917,21,darkorange,T3,T3-108,04-Electrical,5.615770632,35.52809163,
1918,22,darkorange,T3,T3-108,04-Electrical,5.615768432,35.52816463,
1919,23,darkorange,T3,T3-108,04-Electrical,5.615766232,35.52824033,
1920,24,darkorange,T3,T3-108,04-Electrical,5.615764032,35.52831333,
1921,25,darkorange,T3,T3-108,04-Electrical,5.615762032,35.52837663,
1922,26,darkorange,T3,T3-108,04-Electrical,5.615759832,35.52844963,
1923,27,darkorange,T3,T3-108,04-Electrical,5.615757532,35.52852533,
1924,28,darkorange,T3,T3-108,04-Electrical,5.615755332,35.52859823,
1925,29,darkorange,T3,T3-108,04-Electrical,5.615753432,35.52866183,
1926,30,darkorange,T3,T3-108,04-Electrical,5.615751232,35.52873483,
1927,31,darkorange,T3,T3-108,04-Electrical,5.615748932,35.52881043,
1928,32,darkorange,T3,T3-108,04-Electrical,5.615746732,35.52888343,
1929,33,darkorange,T3,T3-108,04-Electrical,5.615744832,35.52894683,
1930,34,darkorange,T3,T3-108,04-Electrical,5.615742632,35.52901983,
1931,35,darkorange,T3,T3-108,04-Electrical,5.615740332,35.52909553,
1932,36,darkorange,T3,T3-108,04-Electrical,5.615738132,35.52916853,
1933,37,darkorange,T3,T3-108,04-Electrical,5.615736232,35.52923203,
1934,38,darkorange,T3,T3-108,04-Electrical,5.615734032,35.52930503,
1935,1,darkorange,T3,T3-109,04-Electrical,5.615975332,35.52666943,
1936,2,darkorange,T3,T3-109,04-Electrical,5.615973132,35.52674243,
1937,3,darkorange,T3,T3-109,04-Electrical,5.615970832,35.52681813,
1938,4,darkorange,T3,T3-109,04-Electrical,5.615968632,35.52689113,
1939,5,darkorange,T3,T3-109,04-Electrical,5.615966732,35.52695453,
1940,6,darkorange,T3,T3-109,04-Electrical,5.615964532,35.52702753,
1941,7,darkorange,T3,T3-109,04-Electrical,5.615962232,35.52710323,
1942,8,darkorange,T3,T3-109,04-Electrical,5.615960032,35.52717623,
1943,9,darkorange,T3,T3-109,04-Electrical,5.615958132,35.52723963,
1944,10,darkorange,T3,T3-109,04-Electrical,5.615955932,35.52731263,
1945,11,darkorange,T3,T3-109,04-Electrical,5.615953632,35.52738833,
1946,12,darkorange,T3,T3-109,04-Electrical,5.615951432,35.52746133,
1947,13,darkorange,T3,T3-109,04-Electrical,5.615949532,35.52752473,
1948,14,darkorange,T3,T3-109,04-Electrical,5.615947332,35.52759773,
1949,15,darkorange,T3,T3-109,04-Electrical,5.615945032,35.52767343,
1950,16,darkorange,T3,T3-109,04-Electrical,5.615942832,35.52774643,
1951,17,darkorange,T3,T3-109,04-Electrical,5.615940932,35.52780983,
1952,18,darkorange,T3,T3-109,04-Electrical,5.615938732,35.52788283,
1953,21,darkorange,T3,T3-110,04-Electrical,5.615932232,35.52809493,
1954,22,darkorange,T3,T3-110,04-Electrical,5.615930032,35.52816793,
1955,23,darkorange,T3,T3-110,04-Electrical,5.615927732,35.52824363,
1956,24,darkorange,T3,T3-110,04-Electrical,5.615925532,35.52831663,
1957,25,darkorange,T3,T3-110,04-Electrical,5.615923632,35.52838003,
1958,26,darkorange,T3,T3-110,04-Electrical,5.615921432,35.52845303,
1959,27,darkorange,T3,T3-110,04-Electrical,5.615919132,35.52852873,
1960,28,darkorange,T3,T3-110,04-Electrical,5.615916932,35.52860173,
1961,29,darkorange,T3,T3-110,04-Electrical,5.615915032,35.52866513,
1962,30,darkorange,T3,T3-110,04-Electrical,5.615912832,35.52873813,
1963,31,darkorange,T3,T3-110,04-Electrical,5.615910532,35.52881373,
1964,32,darkorange,T3,T3-110,04-Electrical,5.615908332,35.52888673,
1965,33,darkorange,T3,T3-110,04-Electrical,5.615906432,35.52895013,
1966,34,darkorange,T3,T3-110,04-Electrical,5.615904232,35.52902313,
1967,35,darkorange,T3,T3-110,04-Electrical,5.615901932,35.52909883,
1968,36,darkorange,T3,T3-110,04-Electrical,5.615899732,35.52917183,
1969,37,darkorange,T3,T3-110,04-Electrical,5.615897832,35.52923533,
1970,38,darkorange,T3,T3-110,04-Electrical,5.615895632,35.52930833,
1971,1,darkorange,T3,T3-111,04-Electrical,5.616136932,35.52667283,
1972,2,darkorange,T3,T3-111,04-Electrical,5.616134732,35.52674573,
1973,3,darkorange,T3,T3-111,04-Electrical,5.616132432,35.52682143,
1974,4,darkorange,T3,T3-111,04-Electrical,5.616130232,35.52689443,
1975,5,darkorange,T3,T3-111,04-Electrical,5.616128332,35.52695793,
1976,6,darkorange,T3,T3-111,04-Electrical,5.616126132,35.52703083,
1977,7,darkorange,T3,T3-111,04-Electrical,5.616123832,35.52710653,
1978,8,darkorange,T3,T3-111,04-Electrical,5.616121632,35.52717953,
1979,9,darkorange,T3,T3-111,04-Electrical,5.616119732,35.52724303,
1980,10,darkorange,T3,T3-111,04-Electrical,5.616117532,35.52731603,
1981,11,darkorange,T3,T3-111,04-Electrical,5.616115232,35.52739163,
1982,12,darkorange,T3,T3-111,04-Electrical,5.616113032,35.52746463,
1983,13,darkorange,T3,T3-111,04-Electrical,5.616111132,35.52752813,
1984,14,darkorange,T3,T3-111,04-Electrical,5.616108932,35.52760103,
1985,15,darkorange,T3,T3-111,04-Electrical,5.616106632,35.52767673,
1986,16,darkorange,T3,T3-111,04-Electrical,5.616104432,35.52774973,
1987,17,darkorange,T3,T3-111,04-Electrical,5.616102432,35.52781323,
1988,18,darkorange,T3,T3-111,04-Electrical,5.616100232,35.52788613,
1989,21,darkorange,T3,T3-112,04-Electrical,5.616093832,35.52809833,
1990,22,darkorange,T3,T3-112,04-Electrical,5.616091632,35.52817133,
1991,23,darkorange,T3,T3-112,04-Electrical,5.616089332,35.52824693,
1992,24,darkorange,T3,T3-112,04-Electrical,5.616087132,35.52831993,
1993,25,darkorange,T3,T3-112,04-Electrical,5.616085232,35.52838333,
1994,26,darkorange,T3,T3-112,04-Electrical,5.616083032,35.52845633,
1995,27,darkorange,T3,T3-112,04-Electrical,5.616080732,35.52853203,
1996,28,darkorange,T3,T3-112,04-Electrical,5.616078532,35.52860503,
1997,29,darkorange,T3,T3-112,04-Electrical,5.616076632,35.52866843,
1998,30,darkorange,T3,T3-112,04-Electrical,5.616074432,35.52874143,
1999,31,darkorange,T3,T3-112,04-Electrical,5.616072132,35.52881713,
2000,32,darkorange,T3,T3-112,04-Electrical,5.616069932,35.52889003,
2001,33,darkorange,T3,T3-112,04-Electrical,5.616068032,35.52895353,
2002,34,darkorange,T3,T3-112,04-Electrical,5.616065832,35.52902643,
2003,35,darkorange,T3,T3-112,04-Electrical,5.616063532,35.52910213,
2004,36,darkorange,T3,T3-112,04-Electrical,5.616061332,35.52917513,
2005,37,darkorange,T3,T3-112,04-Electrical,5.616059432,35.52923863,
2006,38,darkorange,T3,T3-112,04-Electrical,5.616057132,35.52931163,
2007,1,darkorange,T3,T3-113,04-Electrical,5.616298532,35.52667613,
2008,2,darkorange,T3,T3-113,04-Electrical,5.616296332,35.52674913,
2009,3,darkorange,T3,T3-113,04-Electrical,5.616294032,35.52682473,
2010,4,darkorange,T3,T3-113,04-Electrical,5.616291832,35.52689773,
2011,5,darkorange,T3,T3-113,04-Electrical,5.616289932,35.52696123,
2012,6,darkorange,T3,T3-113,04-Electrical,5.616287732,35.52703423,
2013,7,darkorange,T3,T3-113,04-Electrical,5.616285432,35.52710983,
2014,8,darkorange,T3,T3-113,04-Electrical,5.616283232,35.52718283,
2015,9,darkorange,T3,T3-113,04-Electrical,5.616281332,35.52724633,
2016,10,darkorange,T3,T3-113,04-Electrical,5.616279132,35.52731933,
2017,11,darkorange,T3,T3-113,04-Electrical,5.616276832,35.52739493,
2018,12,darkorange,T3,T3-113,04-Electrical,5.616274632,35.52746793,
2019,13,darkorange,T3,T3-113,04-Electrical,5.616272732,35.52753143,
2020,14,darkorange,T3,T3-113,04-Electrical,5.616270432,35.52760443,
2021,15,darkorange,T3,T3-113,04-Electrical,5.616268232,35.52768003,
2022,16,darkorange,T3,T3-113,04-Electrical,5.616266032,35.52775303,
2023,17,darkorange,T3,T3-113,04-Electrical,5.616264032,35.52781653,
2024,18,darkorange,T3,T3-113,04-Electrical,5.616261832,35.52788953,
2025,21,darkorange,T3,T3-114,04-Electrical,5.616255432,35.52810163,
2026,22,darkorange,T3,T3-114,04-Electrical,5.616253232,35.52817463,
2027,23,darkorange,T3,T3-114,04-Electrical,5.616250932,35.52825033,
2028,24,darkorange,T3,T3-114,04-Electrical,5.616248732,35.52832333,
2029,25,darkorange,T3,T3-114,04-Electrical,5.616246832,35.52838673,
2030,26,darkorange,T3,T3-114,04-Electrical,5.616244632,35.52845963,
2031,27,darkorange,T3,T3-114,04-Electrical,5.616242332,35.52853533,
2032,28,darkorange,T3,T3-114,04-Electrical,5.616240132,35.52860833,T3
2033,29,darkorange,T3,T3-114,04-Electrical,5.616238232,35.52867173,
2034,30,darkorange,T3,T3-114,04-Electrical,5.616236032,35.52874473,
2035,31,darkorange,T3,T3-114,04-Electrical,5.616233732,35.52882043,
2036,32,darkorange,T3,T3-114,04-Electrical,5.616231532,35.52889333,
2037,33,darkorange,T3,T3-114,04-Electrical,5.616229632,35.52895683,
2038,34,darkorange,T3,T3-114,04-Electrical,5.616227432,35.52902983,
2039,35,darkorange,T3,T3-114,04-Electrical,5.616225132,35.52910553,
2040,36,darkorange,T3,T3-114,04-Electrical,5.616222932,35.52917843,
2041,37,darkorange,T3,T3-114,04-Electrical,5.616220932,35.52924193,
2042,38,darkorange,T3,T3-114,04-Electrical,5.616218732,35.52931493,
2043,1,darkorange,T3,T3-115,04-Electrical,5.616460132,35.52667943,
2044,2,darkorange,T3,T3-115,04-Electrical,5.616457932,35.52675243,
2045,3,darkorange,T3,T3-115,04-Electrical,5.616455632,35.52682813,
2046,4,darkorange,T3,T3-115,04-Electrical,5.616453432,35.52690103,
2047,5,darkorange,T3,T3-115,04-Electrical,5.616451532,35.52696453,
2048,6,darkorange,T3,T3-115,04-Electrical,5.616449332,35.52703753,
2049,7,darkorange,T3,T3-115,04-Electrical,5.616447032,35.52711323,
2050,8,darkorange,T3,T3-115,04-Electrical,5.616444832,35.52718623,
2051,9,darkorange,T3,T3-115,04-Electrical,5.616442932,35.52724963,
2052,10,darkorange,T3,T3-115,04-Electrical,5.616440732,35.52732263,
2053,11,darkorange,T3,T3-115,04-Electrical,5.616438432,35.52739833,
2054,12,darkorange,T3,T3-115,04-Electrical,5.616436232,35.52747123,
2055,13,darkorange,T3,T3-115,04-Electrical,5.616434232,35.52753473,
2056,14,darkorange,T3,T3-115,04-Electrical,5.616432032,35.52760773,
2057,15,darkorange,T3,T3-115,04-Electrical,5.616429732,35.52768343,
2058,16,darkorange,T3,T3-115,04-Electrical,5.616427532,35.52775633,
2059,17,darkorange,T3,T3-115,04-Electrical,5.616425632,35.52781993,
2060,18,darkorange,T3,T3-115,04-Electrical,5.616423432,35.52789283,
2061,21,darkorange,T3,T3-116,04-Electrical,5.616417032,35.52810503,
2062,22,darkorange,T3,T3-116,04-Electrical,5.616414832,35.52817803,
2063,23,darkorange,T3,T3-116,04-Electrical,5.616412532,35.52825363,
2064,24,darkorange,T3,T3-116,04-Electrical,5.616410332,35.52832663,
2065,25,darkorange,T3,T3-116,04-Electrical,5.616408432,35.52839003,
2066,26,darkorange,T3,T3-116,04-Electrical,5.616406232,35.52846293,
2067,27,darkorange,T3,T3-116,04-Electrical,5.616403932,35.52853863,
2068,28,darkorange,T3,T3-116,04-Electrical,5.616401732,35.52861163,
2069,29,darkorange,T3,T3-116,04-Electrical,5.616399832,35.52867503,
2070,30,darkorange,T3,T3-116,04-Electrical,5.616397632,35.52874803,
2071,31,darkorange,T3,T3-116,04-Electrical,5.616395332,35.52882373,
2072,32,darkorange,T3,T3-116,04-Electrical,5.616393132,35.52889673,
2073,33,darkorange,T3,T3-116,04-Electrical,5.616391132,35.52896013,
2074,34,darkorange,T3,T3-116,04-Electrical,5.616388932,35.52903313,
2075,35,darkorange,T3,T3-116,04-Electrical,5.616386632,35.52910883,
2076,36,darkorange,T3,T3-116,04-Electrical,5.616384432,35.52918183,
2077,37,darkorange,T3,T3-116,04-Electrical,5.616382532,35.52924533,
2078,38,darkorange,T3,T3-116,04-Electrical,5.616380332,35.52931823,
2079,1,darkorange,T3,T3-117,04-Electrical,5.616621732,35.52668283,
2080,2,darkorange,T3,T3-117,04-Electrical,5.616619532,35.52675573,
2081,3,darkorange,T3,T3-117,04-Electrical,5.616617232,35.52683143,
2082,4,darkorange,T3,T3-117,04-Electrical,5.616615032,35.52690443,
2083,5,darkorange,T3,T3-117,04-Electrical,5.616613132,35.52696793,
2084,6,darkorange,T3,T3-117,04-Electrical,5.616610932,35.52704083,
2085,7,darkorange,T3,T3-117,04-Electrical,5.616608632,35.52711653,
2086,8,darkorange,T3,T3-117,04-Electrical,5.616606432,35.52718953,
2087,9,darkorange,T3,T3-117,04-Electrical,5.616604532,35.52725293,
2088,10,darkorange,T3,T3-117,04-Electrical,5.616602232,35.52732593,
2089,11,darkorange,T3,T3-117,04-Electrical,5.616600032,35.52740163,
2090,12,darkorange,T3,T3-117,04-Electrical,5.616597732,35.52747463,
2091,13,darkorange,T3,T3-117,04-Electrical,5.616595832,35.52753803,
2092,14,darkorange,T3,T3-117,04-Electrical,5.616593632,35.52761103,
2093,15,darkorange,T3,T3-117,04-Electrical,5.616591332,35.52768673,
2094,16,darkorange,T3,T3-117,04-Electrical,5.616589132,35.52775973,
2095,17,darkorange,T3,T3-117,04-Electrical,5.616587232,35.52782323,
2096,18,darkorange,T3,T3-117,04-Electrical,5.616585032,35.52789623,
2097,21,darkorange,T3,T3-118,04-Electrical,5.616578632,35.52810833,
2098,22,darkorange,T3,T3-118,04-Electrical,5.616576432,35.52818133,
2099,23,darkorange,T3,T3-118,04-Electrical,5.616574132,35.52825703,
2100,24,darkorange,T3,T3-118,04-Electrical,5.616571932,35.52832993,
2101,25,darkorange,T3,T3-118,04-Electrical,5.616570032,35.52839333,
2102,26,darkorange,T3,T3-118,04-Electrical,5.616567832,35.52846633,
2103,27,darkorange,T3,T3-118,04-Electrical,5.616565532,35.52854193,
2104,28,darkorange,T3,T3-118,04-Electrical,5.616563332,35.52861493,
2105,29,darkorange,T3,T3-118,04-Electrical,5.616561332,35.52867843,
2106,30,darkorange,T3,T3-118,04-Electrical,5.616559132,35.52875143,
2107,31,darkorange,T3,T3-118,04-Electrical,5.616556932,35.52882703,
2108,32,darkorange,T3,T3-118,04-Electrical,5.616554632,35.52890003,
2109,33,darkorange,T3,T3-118,04-Electrical,5.616552732,35.52896343,
2110,34,darkorange,T3,T3-118,04-Electrical,5.616550532,35.52903643,
2111,35,darkorange,T3,T3-118,04-Electrical,5.616548232,35.52911213,
2112,36,darkorange,T3,T3-118,04-Electrical,5.616546032,35.52918513,
2113,37,darkorange,T3,T3-118,04-Electrical,5.616544132,35.52924863,
2114,38,darkorange,T3,T3-118,04-Electrical,5.616541932,35.52932153,
2115,1,darkorange,T3,T3-119,04-Electrical,5.616783332,35.52668613,
2116,2,darkorange,T3,T3-119,04-Electrical,5.616781132,35.52675913,
2117,3,darkorange,T3,T3-119,04-Electrical,5.616778832,35.52683473,
2118,4,darkorange,T3,T3-119,04-Electrical,5.616776632,35.52690773,
2119,5,darkorange,T3,T3-119,04-Electrical,5.616774732,35.52697123,
2120,6,darkorange,T3,T3-119,04-Electrical,5.616772532,35.52704423,
2121,7,darkorange,T3,T3-119,04-Electrical,5.616770232,35.52711983,
2122,8,darkorange,T3,T3-119,04-Electrical,5.616768032,35.52719283,
2123,9,darkorange,T3,T3-119,04-Electrical,5.616766032,35.52725633,
2124,10,darkorange,T3,T3-119,04-Electrical,5.616763832,35.52732923,
2125,11,darkorange,T3,T3-119,04-Electrical,5.616761532,35.52740493,
2126,12,darkorange,T3,T3-119,04-Electrical,5.616759332,35.52747793,
2127,13,darkorange,T3,T3-119,04-Electrical,5.616757432,35.52754133,
2128,14,darkorange,T3,T3-119,04-Electrical,5.616755232,35.52761433,
2129,15,darkorange,T3,T3-119,04-Electrical,5.616752932,35.52769003,
2130,16,darkorange,T3,T3-119,04-Electrical,5.616750732,35.52776303,
2131,17,darkorange,T3,T3-119,04-Electrical,5.616748832,35.52782653,
2132,18,darkorange,T3,T3-119,04-Electrical,5.616746632,35.52789953,
2133,21,darkorange,T3,T3-120,04-Electrical,5.616740232,35.52811163,
2134,22,darkorange,T3,T3-120,04-Electrical,5.616738032,35.52818463,
2135,23,darkorange,T3,T3-120,04-Electrical,5.616735732,35.52826033,
2136,24,darkorange,T3,T3-120,04-Electrical,5.616733532,35.52833333,
2137,25,darkorange,T3,T3-120,04-Electrical,5.616731632,35.52839663,
2138,26,darkorange,T3,T3-120,04-Electrical,5.616729332,35.52846963,
2139,27,darkorange,T3,T3-120,04-Electrical,5.616727132,35.52854533,
2140,28,darkorange,T3,T3-120,04-Electrical,5.616724932,35.52861823,
2141,29,darkorange,T3,T3-120,04-Electrical,5.616722932,35.52868173,
2142,30,darkorange,T3,T3-120,04-Electrical,5.616720732,35.52875473,
2143,31,darkorange,T3,T3-120,04-Electrical,5.616718432,35.52883043,
2144,32,darkorange,T3,T3-120,04-Electrical,5.616716232,35.52890333,
2145,33,darkorange,T3,T3-120,04-Electrical,5.616714332,35.52896683,
2146,34,darkorange,T3,T3-120,04-Electrical,5.616712132,35.52903983,
2147,35,darkorange,T3,T3-120,04-Electrical,5.616709832,35.52911543,
2148,36,darkorange,T3,T3-120,04-Electrical,5.616707632,35.52918843,
2149,37,darkorange,T3,T3-120,04-Electrical,5.616705732,35.52925193,
2150,38,darkorange,T3,T3-120,04-Electrical,5.616703532,35.52932493,
2151,1,darkorange,T3,T3-121,04-Electrical,5.616944932,35.52668943,
2152,2,darkorange,T3,T3-121,04-Electrical,5.616942732,35.52676243,
2153,3,darkorange,T3,T3-121,04-Electrical,5.616940432,35.52683813,
2154,4,darkorange,T3,T3-121,04-Electrical,5.616938232,35.52691103,
2155,5,darkorange,T3,T3-121,04-Electrical,5.616936232,35.52697453,
2156,6,darkorange,T3,T3-121,04-Electrical,5.616934032,35.52704753,
2157,7,darkorange,T3,T3-121,04-Electrical,5.616931832,35.52712323,
2158,8,darkorange,T3,T3-121,04-Electrical,5.616929532,35.52719623,
2159,9,darkorange,T3,T3-121,04-Electrical,5.616927632,35.52725963,
2160,10,darkorange,T3,T3-121,04-Electrical,5.616925432,35.52733263,
2161,11,darkorange,T3,T3-121,04-Electrical,5.616923132,35.52740833,
2162,12,darkorange,T3,T3-121,04-Electrical,5.616920932,35.52748123,
2163,13,darkorange,T3,T3-121,04-Electrical,5.616919032,35.52754473,
2164,14,darkorange,T3,T3-121,04-Electrical,5.616916832,35.52761763,
2165,15,darkorange,T3,T3-121,04-Electrical,5.616914532,35.52769333,
2166,16,darkorange,T3,T3-121,04-Electrical,5.616912332,35.52776633,
2167,17,darkorange,T3,T3-121,04-Electrical,5.616910432,35.52782983,
2168,18,darkorange,T3,T3-121,04-Electrical,5.616908232,35.52790283,
2169,21,darkorange,T3,T3-122,04-Electrical,5.616901832,35.52811493,
2170,22,darkorange,T3,T3-122,04-Electrical,5.616899632,35.52818793,
2171,23,darkorange,T3,T3-122,04-Electrical,5.616897332,35.52826363,
2172,24,darkorange,T3,T3-122,04-Electrical,5.616895132,35.52833653,
2173,25,darkorange,T3,T3-122,04-Electrical,5.616893132,35.52840003,
2174,26,darkorange,T3,T3-122,04-Electrical,5.616890932,35.52847293,
2175,27,darkorange,T3,T3-122,04-Electrical,5.616888632,35.52854863,
2176,28,darkorange,T3,T3-122,04-Electrical,5.616886432,35.52862163,
2177,29,darkorange,T3,T3-122,04-Electrical,5.616884532,35.52868503,
2178,30,darkorange,T3,T3-122,04-Electrical,5.616882332,35.52875803,
2179,31,darkorange,T3,T3-122,04-Electrical,5.616880032,35.52883373,
2180,32,darkorange,T3,T3-122,04-Electrical,5.616877832,35.52890673,
2181,33,darkorange,T3,T3-122,04-Electrical,5.616875932,35.52897013,
2182,34,darkorange,T3,T3-122,04-Electrical,5.616873732,35.52904313,
2183,35,darkorange,T3,T3-122,04-Electrical,5.616871432,35.52911883,
2184,36,darkorange,T3,T3-122,04-Electrical,5.616869232,35.52919183,
2185,37,yellow,T3,T3-122,03-Panels,5.616867332,35.52925523,
2186,38,yellow,T3,T3-122,03-Panels,5.616865132,35.52932823,
